DotProd,AVX=TRUE,DATA=F64,262144,32768,5,41900.00,1.56
DotProd,AVX=TRUE,DATA=F64,262144,32768,6,41900.00,1.56
DotProd,AVX=TRUE,DATA=F64,262144,32768,7,42000.00,1.56
DotProd,AVX=TRUE,DATA=F64,262144,32768,8,42000.00,1.56
DotProd,AVX=TRUE,DATA=F64,262144,32768,9,42000.00,1.56
DotProd,AVX=TRUE,DATA=F64,262144,32768,10,42000.00,1.56
EleMult,AVX=TRUE,DATA=F64,262144,32768,1,87800.00,0.75
EleMult,AVX=TRUE,DATA=F64,262144,32768,2,25900.00,2.53
EleMult,AVX=TRUE,DATA=F64,262144,32768,3,33200.00,1.97
EleMult,AVX=TRUE,DATA=F64,262144,32768,4,43000.00,1.52
EleMult,AVX=TRUE,DATA=F64,262144,32768,5,39200.00,1.67
EleMult,AVX=TRUE,DATA=F64,262144,32768,6,30900.00,2.12
EleMult,AVX=TRUE,DATA=F64,262144,32768,7,31900.00,2.05
EleMult,AVX=TRUE,DATA=F64,262144,32768,8,32700.00,2.00
EleMult,AVX=TRUE,DATA=F64,262144,32768,9,31900.00,2.05
EleMult,AVX=TRUE,DATA=F64,262144,32768,10,31100.00,2.11
SAXPY,AVX=TRUE,DATA=F64,25165824,3145728,1,2796500.00,2.25
SAXPY,AVX=TRUE,DATA=F64,25165824,3145728,2,3208700.00,1.96
SAXPY,AVX=TRUE,DATA=F64,25165824,3145728,3,2901600.00,2.17
SAXPY,AVX=TRUE,DATA=F64,25165824,3145728,4,3356300.00,1.87
SAXPY,AVX=TRUE,DATA=F64,25165824,3145728,5,2654100.00,2.37
SAXPY,AVX=TRUE,DATA=F64,25165824,3145728,6,2832300.00,2.22
SAXPY,AVX=TRUE,DATA=F64,25165824,3145728,7,2660600.00,2.36
SAXPY,AVX=TRUE,DATA=F64,25165824,3145728,8,2657400.00,2.37
SAXPY,AVX=TRUE,DATA=F64,25165824,3145728,9,2664700.00,2.36
SAXPY,AVX=TRUE,DATA=F64,25165824,3145728,10,2923800.00,2.15
DotProd,AVX=TRUE,DATA=F64,25165824,3145728,1,4040300.00,1.56
DotProd,AVX=TRUE,DATA=F64,25165824,3145728,2,4044700.00,1.56
DotProd,AVX=TRUE,DATA=F64,25165824,3145728,3,4022600.00,1.56
DotProd,AVX=TRUE,DATA=F64,25165824,3145728,4,4037200.00,1.56
DotProd,AVX=TRUE,DATA=F64,25165824,3145728,5,4017100.00,1.57
DotProd,AVX=TRUE,DATA=F64,25165824,3145728,6,4023500.00,1.56
DotProd,AVX=TRUE,DATA=F64,25165824,3145728,7,4113900.00,1.53
DotProd,AVX=TRUE,DATA=F64,25165824,3145728,8,4025600.00,1.56
DotProd,AVX=TRUE,DATA=F64,25165824,3145728,9,4019000.00,1.57
DotProd,AVX=TRUE,DATA=F64,25165824,3145728,10,4143900.00,1.52
EleMult,AVX=TRUE,DATA=F64,25165824,3145728,1,5272300.00,1.19
EleMult,AVX=TRUE,DATA=F64,25165824,3145728,2,2681000.00,2.35
EleMult,AVX=TRUE,DATA=F64,25165824,3145728,3,2635200.00,2.39
EleMult,AVX=TRUE,DATA=F64,25165824,3145728,4,2663700.00,2.36
EleMult,AVX=TRUE,DATA=F64,25165824,3145728,5,2615100.00,2.41
EleMult,AVX=TRUE,DATA=F64,25165824,3145728,6,2567500.00,2.45
EleMult,AVX=TRUE,DATA=F64,25165824,3145728,7,2571800.00,2.45
EleMult,AVX=TRUE,DATA=F64,25165824,3145728,8,2651300.00,2.37
EleMult,AVX=TRUE,DATA=F64,25165824,3145728,9,2807100.00,2.24
EleMult,AVX=TRUE,DATA=F64,25165824,3145728,10,3129000.00,2.01
